epoch,date,allocation
1,2025-01-01,3479788.7
2,2025-01-06,2195502.227
3,2025-01-11,1739894.35
4,2025-01-16,1498663.42
5,2025-01-21,1346166.027
6,2025-01-26,1239525.745
7,2025-01-31,1159929.567
8,2025-02-05,1097751.114
9,2025-02-10,1047520.777
10,2025-02-15,1005884.516
11,2025-02-20,970662.5102
12,2025-02-25,940371.6761
13,2025-03-02,913964.8841
14,2025-03-07,890679.8424
15,2025-03-12,869947.175
16,2025-03-17,851332.1919
17,2025-03-22,834496.7113
18,2025-03-27,819173.2766
19,2025-04-01,805147.2916
20,2025-04-06,792244.3588
21,2025-04-11,780321.1256
22,2025-04-16,769258.5475
23,2025-04-21,758956.8507
24,2025-04-26,749331.7101
25,2025-05-01,740311.3131
26,2025-05-06,731834.0757
27,2025-05-11,723846.8464
28,2025-05-16,716303.4815
29,2025-05-21,709163.702
30,2025-05-26,702392.1706
31,2025-05-31,695957.74
32,2025-06-05,689832.8358
33,2025-06-10,683992.9467
34,2025-06-15,678416.2014
35,2025-06-20,673083.0136
36,2025-06-25,667975.7848
37,2025-06-30,663078.6517
38,2025-07-05,658377.2731
39,2025-07-10,653858.6463
40,2025-07-15,649510.9515
41,2025-07-20,645323.4161
42,2025-07-25,641286.1991
43,2025-07-30,637390.2895
44,2025-08-04,633627.4185
45,2025-08-09,629989.9825
46,2025-08-14,626470.9762
47,2025-08-19,623063.9328
48,2025-08-24,619762.8723
49,2025-08-29,616562.2551
50,2025-09-03,613456.9413
51,2025-09-08,610442.154
52,2025-09-13,607513.4471
53,2025-09-18,604666.6766
54,2025-09-23,601897.9743
55,2025-09-28,599203.7247
56,2025-10-03,596580.5444
57,2025-10-08,594025.2628
58,2025-10-13,591534.9055
59,2025-10-18,589106.6787
60,2025-10-23,586737.9555
61,2025-10-28,584426.2632
62,2025-11-02,582169.2717
63,2025-11-07,579964.7833
64,2025-11-12,577810.723
65,2025-11-17,575705.1296
66,2025-11-22,573646.1484
67,2025-11-27,571632.0232
68,2025-12-02,569661.09
69,2025-12-07,567731.7707
70,2025-12-12,565842.5676
71,2025-12-17,563992.0581
72,2025-12-22,562178.89
73,2025-12-27,560401.777
74,2026-01-01,558659.4944
75,2026-01-06,556950.8757
76,2026-01-11,555274.8091
77,2026-01-16,553630.2338
78,2026-01-21,552016.1375
79,2026-01-26,550431.5531
80,2026-01-31,548875.5568
81,2026-02-05,547347.2647
82,2026-02-10,545845.8316
83,2026-02-15,544370.4481
84,2026-02-20,542920.339
85,2026-02-25,541494.7614
86,2026-03-02,540093.0029
87,2026-03-07,538714.3801
88,2026-03-12,537358.237
89,2026-03-17,536023.9439
90,2026-03-22,534710.8955
91,2026-03-27,533418.5102
92,2026-04-01,532146.2287
93,2026-04-06,530893.5127
94,2026-04-11,529659.8445
95,2026-04-16,528444.7253
96,2026-04-21,527247.6748
97,2026-04-26,526068.2301
98,2026-05-01,524905.9448
99,2026-05-06,523760.3886
100,2026-05-11,522631.1464
101,2026-05-16,521517.8172
102,2026-05-21,520420.0143
103,2026-05-26,519337.3639
104,2026-05-31,518269.5049
105,2026-06-05,517216.0883
106,2026-06-10,516176.7768
107,2026-06-15,515151.244
108,2026-06-20,514139.1743
109,2026-06-25,513140.262
110,2026-06-30,512154.2114
111,2026-07-05,511180.7361
112,2026-07-10,510219.5586
113,2026-07-15,509270.4102
114,2026-07-20,508333.0301
115,2026-07-25,507407.1658
116,2026-07-30,506492.5724
117,2026-08-04,505589.0121
118,2026-08-09,504696.2544
119,2026-08-14,503814.0755
120,2026-08-19,502942.2581
121,2026-08-24,502080.5912
122,2026-08-29,501228.8699
123,2026-09-03,500386.8952
124,2026-09-08,499554.4734
125,2026-09-13,498731.4166
126,2026-09-18,497917.5419
127,2026-09-23,497112.6714
128,2026-09-28,496316.6324
129,2026-10-03,495529.2563
130,2026-10-08,494750.3796
131,2026-10-13,493979.8429
132,2026-10-18,493217.4908
133,2026-10-23,492463.1725
134,2026-10-28,491716.7407
135,2026-11-02,490978.0521
136,2026-11-07,490246.967
137,2026-11-12,489523.3492
138,2026-11-17,488807.0662
139,2026-11-22,488097.9885
140,2026-11-27,487395.9901
141,2026-12-02,486700.9479
142,2026-12-07,486012.7419
143,2026-12-12,485331.2551
144,2026-12-17,484656.3733
145,2026-12-22,483987.9849
146,2026-12-27,483325.9812
147,2027-01-01,482670.2558
148,2027-01-06,482020.705
149,2027-01-11,481377.2276
150,2027-01-16,480739.7245
151,2027-01-21,480108.099
152,2027-01-26,479482.2566
153,2027-01-31,478862.1051
154,2027-02-05,478247.5541
155,2027-02-10,477638.5154
156,2027-02-15,477034.9028
157,2027-02-20,476436.6319
158,2027-02-25,475843.6203
159,2027-03-02,475255.7871
160,2027-03-07,474673.0536
161,2027-03-12,474095.3424
162,2027-03-17,473522.5779
163,2027-03-22,472954.6863
164,2027-03-27,472391.595
165,2027-04-01,471833.2332
166,2027-04-06,471279.5316
167,2027-04-11,470730.422
168,2027-04-16,470185.8381
169,2027-04-21,469645.7145
170,2027-04-26,469109.9874
171,2027-05-01,468578.5944
172,2027-05-06,468051.4739
173,2027-05-11,467528.5661
174,2027-05-16,467009.8119
175,2027-05-21,466495.1538
176,2027-05-26,465984.535
177,2027-05-31,465477.9002
178,2027-06-05,464975.195
179,2027-06-10,464476.3659
180,2027-06-15,463981.3607
181,2027-06-20,463490.1282
182,2027-06-25,463002.6178
183,2027-06-30,462518.7804
184,2027-07-05,462038.5673
185,2027-07-10,461561.9311
186,2027-07-15,461088.8252
187,2027-07-20,460619.2036
188,2027-07-25,460153.0214
189,2027-07-30,459690.2345
190,2027-08-04,459230.7997
191,2027-08-09,458774.6742
192,2027-08-14,458321.8164
193,2027-08-19,457872.1852
194,2027-08-24,457425.7402
195,2027-08-29,456982.442
196,2027-09-03,456542.2517
197,2027-09-08,456105.1309
198,2027-09-13,455671.0422
199,2027-09-18,455239.9487
200,2027-09-23,454811.8142
201,2027-09-28,454386.6029
202,2027-10-03,453964.2799
203,2027-10-08,453544.8108
204,2027-10-13,453128.1617
205,2027-10-18,452714.2993
206,2027-10-23,452303.1909
207,2027-10-28,451894.8044
208,2027-11-02,451489.1081
209,2027-11-07,451086.0708
210,2027-11-12,450685.6621
211,2027-11-17,450287.8518
212,2027-11-22,449892.6102
213,2027-11-27,449499.9082
214,2027-12-02,449109.7173
215,2027-12-07,448722.0091
216,2027-12-12,448336.7559
217,2027-12-17,447953.9304
218,2027-12-22,447573.5057
219,2027-12-27,447195.4553
220,2028-01-01,446819.7533
221,2028-01-06,446446.3739
222,2028-01-11,446075.2919
223,2028-01-16,445706.4825
224,2028-01-21,445339.9212
225,2028-01-26,444975.5839
226,2028-01-31,444613.4469
227,2028-02-05,444253.4867
228,2028-02-10,443895.6805
229,2028-02-15,443540.0055
230,2028-02-20,443186.4393
231,2028-02-25,442834.9601
232,2028-03-01,442485.546
233,2028-03-06,442138.1758
234,2028-03-11,441792.8284
235,2028-03-16,441449.4832
236,2028-03-21,441108.1195
237,2028-03-26,440768.7175
238,2028-03-31,440431.2571
239,2028-04-05,440095.7188
240,2028-04-10,439762.0834
241,2028-04-15,439430.3318
242,2028-04-20,439100.4454
243,2028-04-25,438772.4056
244,2028-04-30,438446.1943
245,2028-05-05,438121.7935
246,2028-05-10,437799.1855
247,2028-05-15,437478.3528
248,2028-05-20,437159.2783
249,2028-05-25,436841.945
250,2028-05-30,436526.336
251,2028-06-04,436212.435
252,2028-06-09,435900.2256
253,2028-06-14,435589.6917
254,2028-06-19,435280.8176
255,2028-06-24,434973.5875
256,2028-06-29,434667.9861
257,2028-07-04,434363.9981
258,2028-07-09,434061.6085
259,2028-07-14,433760.8024
260,2028-07-19,433461.5654
261,2028-07-24,433163.8829
262,2028-07-29,432867.7406
263,2028-08-03,432573.1246
264,2028-08-08,432280.021
265,2028-08-13,431988.416
266,2028-08-18,431698.2962
267,2028-08-23,431409.6482
268,2028-08-28,431122.4588
269,2028-09-02,430836.7151
270,2028-09-07,430552.4041
271,2028-09-12,430269.5132
272,2028-09-17,429988.03
273,2028-09-22,429707.9419
274,2028-09-27,429429.2369
275,2028-10-02,429151.9029
276,2028-10-07,428875.9279
277,2028-10-12,428601.3002
278,2028-10-17,428328.0082
279,2028-10-22,428056.0405
280,2028-10-27,427785.3856
281,2028-11-01,427516.0324
282,2028-11-06,427247.9699
283,2028-11-11,426981.1872
284,2028-11-16,426715.6733
285,2028-11-21,426451.4177
286,2028-11-26,426188.4099
287,2028-12-01,425926.6394
288,2028-12-06,425666.096
289,2028-12-11,425406.7694
290,2028-12-16,425148.6497
291,2028-12-21,424891.7269
292,2028-12-26,424635.9913
293,2028-12-31,424381.433
294,2029-01-05,424128.0426
295,2029-01-10,423875.8106
296,2029-01-15,423624.7276
297,2029-01-20,423374.7844
298,2029-01-25,423125.9717
299,2029-01-30,422878.2807
300,2029-02-04,422631.7023
301,2029-02-09,422386.2277
302,2029-02-14,422141.8482
303,2029-02-19,421898.555
304,2029-02-24,421656.3398
305,2029-03-01,421415.194
306,2029-03-06,421175.1094
307,2029-03-11,420936.0775
308,2029-03-16,420698.0903
309,2029-03-21,420461.1397
310,2029-03-26,420225.2178
311,2029-03-31,419990.3165
312,2029-04-05,419756.4281
313,2029-04-10,419523.5449
314,2029-04-15,419291.6592
315,2029-04-20,419060.7635
316,2029-04-25,418830.8502
317,2029-04-30,418601.9121
318,2029-05-05,418373.9417
319,2029-05-10,418146.9319
320,2029-05-15,417920.8754
321,2029-05-20,417695.7652
322,2029-05-25,417471.5942
323,2029-05-30,417248.3556
324,2029-06-04,417026.0425
325,2029-06-09,416804.6481
326,2029-06-14,416584.1656
327,2029-06-19,416364.5884
328,2029-06-24,416145.9099
329,2029-06-29,415928.1236
330,2029-07-04,415711.2231
331,2029-07-09,415495.202
332,2029-07-14,415280.0539
333,2029-07-19,415065.7727
334,2029-07-24,414852.3521
335,2029-07-29,414639.786
336,2029-08-03,414428.0683
337,2029-08-08,414217.1931
338,2029-08-13,414007.1545
339,2029-08-18,413797.9464
340,2029-08-23,413589.5632
341,2029-08-28,413381.999
342,2029-09-02,413175.2482
343,2029-09-07,412969.3051
344,2029-09-12,412764.1641
345,2029-09-17,412559.8196
346,2029-09-22,412356.2663
347,2029-09-27,412153.4986
348,2029-10-02,411951.5112
349,2029-10-07,411750.2987
350,2029-10-12,411549.856
351,2029-10-17,411350.1778
352,2029-10-22,411151.2588
353,2029-10-27,410953.0941
354,2029-11-01,410755.6784
355,2029-11-06,410559.0069
356,2029-11-11,410363.0745
357,2029-11-16,410167.8763
358,2029-11-21,409973.4074
359,2029-11-26,409779.663
360,2029-12-01,409586.6383
361,2029-12-06,409394.3286
362,2029-12-11,409202.7291
363,2029-12-16,409011.8353
364,2029-12-21,408821.6425
365,2029-12-26,408632.1461
366,2029-12-31,408443.3416
367,2030-01-05,408255.2245
368,2030-01-10,408067.7905
369,2030-01-15,407881.035
370,2030-01-20,407694.9538
371,2030-01-25,407509.5425
372,2030-01-30,407324.7968
373,2030-02-04,407140.7125
374,2030-02-09,406957.2854
375,2030-02-14,406774.5114
376,2030-02-19,406592.3862
377,2030-02-24,406410.9059
378,2030-03-01,406230.0663
379,2030-03-06,406049.8635
380,2030-03-11,405870.2935
381,2030-03-16,405691.3522
382,2030-03-21,405513.0359
383,2030-03-26,405335.3407
384,2030-03-31,405158.2626
385,2030-04-05,404981.798
386,2030-04-10,404805.943
387,2030-04-15,404630.6938
388,2030-04-20,404456.0468
389,2030-04-25,404281.9984
390,2030-04-30,404108.5448
391,2030-05-05,403935.6825
392,2030-05-10,403763.4078
393,2030-05-15,403591.7173
394,2030-05-20,403420.6073
395,2030-05-25,403250.0745
396,2030-05-30,403080.1154
397,2030-06-04,402910.7265
398,2030-06-09,402741.9044
399,2030-06-14,402573.6458
400,2030-06-19,402405.9473
401,2030-06-24,402238.8057
402,2030-06-29,402072.2175
403,2030-07-04,401906.1797
404,2030-07-09,401740.6889
405,2030-07-14,401575.7419
406,2030-07-19,401411.3356
407,2030-07-24,401247.4669
408,2030-07-29,401084.1325
409,2030-08-03,400921.3294
410,2030-08-08,400759.0546
411,2030-08-13,400597.3049
412,2030-08-18,400436.0774
413,2030-08-23,400275.369
414,2030-08-28,400115.1769
415,2030-09-02,399955.498
416,2030-09-07,399796.3294
417,2030-09-12,399637.6682
418,2030-09-17,399479.5116
419,2030-09-22,399321.8567
420,2030-09-27,399164.7007
421,2030-10-02,399008.0407
422,2030-10-07,398851.874
423,2030-10-12,398696.1978
424,2030-10-17,398541.0094
425,2030-10-22,398386.3061
426,2030-10-27,398232.0851
427,2030-11-01,398078.3438
428,2030-11-06,397925.0795
429,2030-11-11,397772.2896
430,2030-11-16,397619.9716
431,2030-11-21,397468.1227
432,2030-11-26,397316.7405
433,2030-12-01,397165.8223
434,2030-12-06,397015.3657
435,2030-12-11,396865.3682
436,2030-12-16,396715.8271
437,2030-12-21,396566.7402
438,2030-12-26,396418.1049
439,2030-12-31,396269.9187
440,2031-01-05,396122.1794
441,2031-01-10,395974.8844
442,2031-01-15,395828.0314
443,2031-01-20,395681.6181
444,2031-01-25,395535.642
445,2031-01-30,395390.101
446,2031-02-04,395244.9926
447,2031-02-09,395100.3146
448,2031-02-14,394956.0646
449,2031-02-19,394812.2406
450,2031-02-24,394668.8401
451,2031-03-01,394525.8611
452,2031-03-06,394383.3012
453,2031-03-11,394241.1584
454,2031-03-16,394099.4304
455,2031-03-21,393958.115
456,2031-03-26,393817.2102
457,2031-03-31,393676.7138
458,2031-04-05,393536.6237
459,2031-04-10,393396.9379
460,2031-04-15,393257.6542
461,2031-04-20,393118.7705
462,2031-04-25,392980.2849
463,2031-04-30,392842.1953
464,2031-05-05,392704.4997
465,2031-05-10,392567.196
466,2031-05-15,392430.2824
467,2031-05-20,392293.7568
468,2031-05-25,392157.6173
469,2031-05-30,392021.8618
470,2031-06-04,391886.4886
471,2031-06-09,391751.4957
472,2031-06-14,391616.8811
473,2031-06-19,391482.643
474,2031-06-24,391348.7795
475,2031-06-29,391215.2888
476,2031-07-04,391082.169
477,2031-07-09,390949.4182
478,2031-07-14,390817.0347
479,2031-07-19,390685.0166
480,2031-07-24,390553.3621
481,2031-07-29,390422.0695
482,2031-08-03,390291.137
483,2031-08-08,390160.5628
484,2031-08-13,390030.3452
485,2031-08-18,389900.4824
486,2031-08-23,389770.9727
487,2031-08-28,389641.8144
488,2031-09-02,389513.0058
489,2031-09-07,389384.5453
490,2031-09-12,389256.4311
491,2031-09-17,389128.6615
492,2031-09-22,389001.235
493,2031-09-27,388874.1499
494,2031-10-02,388747.4045
495,2031-10-07,388620.9973
496,2031-10-12,388494.9266
497,2031-10-17,388369.1908
498,2031-10-22,388243.7884
499,2031-10-27,388118.7177
500,2031-11-01,387993.9773
501,2031-11-06,387869.5655
502,2031-11-11,387745.4808
503,2031-11-16,387621.7217
504,2031-11-21,387498.2866
505,2031-11-26,387375.1741
506,2031-12-01,387252.3826
507,2031-12-06,387129.9107
508,2031-12-11,387007.7568
509,2031-12-16,386885.9195
510,2031-12-21,386764.3974
511,2031-12-26,386643.1889
512,2031-12-31,386522.2926
513,2032-01-05,386401.7072
514,2032-01-10,386281.4311
515,2032-01-15,386161.463
516,2032-01-20,386041.8014
517,2032-01-25,385922.445
518,2032-01-30,385803.3923
519,2032-02-04,385684.642
520,2032-02-09,385566.1927
521,2032-02-14,385448.0431
522,2032-02-19,385330.1918
523,2032-02-24,385212.6375
524,2032-02-29,385095.3788
525,2032-03-05,384978.4144
526,2032-03-10,384861.7429
527,2032-03-15,384745.3632
528,2032-03-20,384629.2738
529,2032-03-25,384513.4735
530,2032-03-30,384397.9609
531,2032-04-04,384282.735
532,2032-04-09,384167.7942
533,2032-04-14,384053.1375
534,2032-04-19,383938.7634
535,2032-04-24,383824.6709
536,2032-04-29,383710.8587
537,2032-05-04,383597.3254
538,2032-05-09,383484.07
539,2032-05-14,383371.0912
540,2032-05-19,383258.3878
541,2032-05-24,383145.9585
542,2032-05-29,383033.8023
543,2032-06-03,382921.9179
544,2032-06-08,382810.3041
545,2032-06-13,382698.9599
546,2032-06-18,382587.8839
547,2032-06-23,382477.0751
548,2032-06-28,382366.5323
549,2032-07-03,382256.2544
550,2032-07-08,382146.2402
551,2032-07-13,382036.4886
552,2032-07-18,381926.9986
553,2032-07-23,381817.7689
554,2032-07-28,381708.7985
555,2032-08-02,381600.0863
556,2032-08-07,381491.6311
557,2032-08-12,381383.432
558,2032-08-17,381275.4878
559,2032-08-22,381167.7975
560,2032-08-27,381060.3599
561,2032-09-01,380953.1741
562,2032-09-06,380846.2389
563,2032-09-11,380739.5534
564,2032-09-16,380633.1164
565,2032-09-21,380526.927
566,2032-09-26,380420.9842
567,2032-10-01,380315.2868
568,2032-10-06,380209.8339
569,2032-10-11,380104.6245
570,2032-10-16,379999.6576
571,2032-10-21,379894.9322
572,2032-10-26,379790.4472
573,2032-10-31,379686.2017
574,2032-11-05,379582.1948
575,2032-11-10,379478.4253
576,2032-11-15,379374.8925
577,2032-11-20,379271.5953
578,2032-11-25,379168.5327
579,2032-11-30,379065.7038
580,2032-12-05,378963.1077
581,2032-12-10,378860.7434
582,2032-12-15,378758.6099
583,2032-12-20,378656.7064
584,2032-12-25,378555.0319
585,2032-12-30,378453.5856
586,2033-01-04,378352.3664
587,2033-01-09,378251.3735
588,2033-01-14,378150.606
589,2033-01-19,378050.0629
590,2033-01-24,377949.7434
591,2033-01-29,377849.6467
592,2033-02-03,377749.7717
593,2033-02-08,377650.1177
594,2033-02-13,377550.6837
595,2033-02-18,377451.4689
596,2033-02-23,377352.4724
597,2033-02-28,377253.6935
598,2033-03-05,377155.1311
599,2033-03-10,377056.7845
600,2033-03-15,376958.6528
601,2033-03-20,376860.7352
602,2033-03-25,376763.0309
603,2033-03-30,376665.5389
604,2033-04-04,376568.2586
605,2033-04-09,376471.189
606,2033-04-14,376374.3294
607,2033-04-19,376277.679
608,2033-04-24,376181.2368
609,2033-04-29,376085.0023
610,2033-05-04,375988.9744
611,2033-05-09,375893.1525
612,2033-05-14,375797.5357
613,2033-05-19,375702.1233
614,2033-05-24,375606.9145
615,2033-05-29,375511.9086
616,2033-06-03,375417.1046
617,2033-06-08,375322.5019
618,2033-06-13,375228.0997
619,2033-06-18,375133.8973
620,2033-06-23,375039.8939
621,2033-06-28,374946.0887
622,2033-07-03,374852.481
623,2033-07-08,374759.07
624,2033-07-13,374665.855
625,2033-07-18,374572.8354
626,2033-07-23,374480.0102
627,2033-07-28,374387.3789
628,2033-08-02,374294.9407
629,2033-08-07,374202.6948
630,2033-08-12,374110.6406
631,2033-08-17,374018.7773
632,2033-08-22,373927.1043
633,2033-08-27,373835.6208
634,2033-09-01,373744.3261
635,2033-09-06,373653.2196
636,2033-09-11,373562.3005
637,2033-09-16,373471.5682
638,2033-09-21,373381.0219
639,2033-09-26,373290.661
640,2033-10-01,373200.4848
641,2033-10-06,373110.4926
642,2033-10-11,373020.6838
643,2033-10-16,372931.0576
644,2033-10-21,372841.6135
645,2033-10-26,372752.3508
646,2033-10-31,372663.2687
647,2033-11-05,372574.3667
648,2033-11-10,372485.6441
649,2033-11-15,372397.1003
650,2033-11-20,372308.7345
651,2033-11-25,372220.5462
652,2033-11-30,372132.5348
653,2033-12-05,372044.6995
654,2033-12-10,371957.0398
655,2033-12-15,371869.555
656,2033-12-20,371782.2446
657,2033-12-25,371695.1078
658,2033-12-30,371608.1441
659,2034-01-04,371521.3528
660,2034-01-09,371434.7334
661,2034-01-14,371348.2852
662,2034-01-19,371262.0077
663,2034-01-24,371175.9002
664,2034-01-29,371089.9621
665,2034-02-03,371004.1928
666,2034-02-08,370918.5918
667,2034-02-13,370833.1584
668,2034-02-18,370747.892
669,2034-02-23,370662.7922
670,2034-02-28,370577.8582
671,2034-03-05,370493.0896
672,2034-03-10,370408.4856
673,2034-03-15,370324.0459
674,2034-03-20,370239.7697
675,2034-03-25,370155.6566
676,2034-03-30,370071.7059
677,2034-04-04,369987.9171
678,2034-04-09,369904.2897
679,2034-04-14,369820.823
680,2034-04-19,369737.5166
681,2034-04-24,369654.3698
682,2034-04-29,369571.3822
683,2034-05-04,369488.5532
684,2034-05-09,369405.8822
685,2034-05-14,369323.3688
686,2034-05-19,369241.0122
687,2034-05-24,369158.8122
688,2034-05-29,369076.768
689,2034-06-03,368994.8792
690,2034-06-08,368913.1452
691,2034-06-13,368831.5656
692,2034-06-18,368750.1398
693,2034-06-23,368668.8672
694,2034-06-28,368587.7474
695,2034-07-03,368506.7799
696,2034-07-08,368425.9641
697,2034-07-13,368345.2995
698,2034-07-18,368264.7856
699,2034-07-23,368184.422
700,2034-07-28,368104.208
701,2034-08-02,368024.1433
702,2034-08-07,367944.2273
703,2034-08-12,367864.4596
704,2034-08-17,367784.8395
705,2034-08-22,367705.3667
706,2034-08-27,367626.0407
707,2034-09-01,367546.8609
708,2034-09-06,367467.8269
709,2034-09-11,367388.9382
710,2034-09-16,367310.1943
711,2034-09-21,367231.5948
712,2034-09-26,367153.1392
